Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_Acceptance_N14,User_2_Acceptance_N14,User_4_Acceptance_N14,User_5_Acceptance_N14,User_6_Acceptance_N14,User_7_Acceptance_N14,User_9_Acceptance_N14,User_10_Acceptance_N14,User_12_Acceptance_N14,User_13_Acceptance_N14,User_14_Acceptance_N14,User_16_Acceptance_N14,User_17_Acceptance_N14,User_18_Acceptance_N14,User_19_Acceptance_N14,User_20_Acceptance_N14,User_21_Acceptance_N14,User_22_Acceptance_N14,User_23_Acceptance_N14,User_24_Acceptance_N14,User_25_Acceptance_N14,User_26_Acceptance_N14
22.0,0,0.07,50,22.0,20.4107032,0.07934564,0.05954072,0.04979925,0.0718214,0.072190896,0.07343781,0.09102086,0.07551842,0.04965781,0.0952258,0.042686205,0.07581329,0.060888898,0.087301016,0.078064024,0.086796865,0.08818763,0.07223505,0.09290965,0.05914023,0.09985752,0.06528435
22.0,1,0.29,50,22.0,19.689093,0.5315215,0.68324304,0.5032847,0.5870405,0.52222264,0.47085598,0.4396559,0.52018154,0.88530517,0.38137192,0.38122287,0.5137445,0.5374268,0.5368375,0.51389354,0.3628773,0.68934923,0.831691,0.4974142,0.54163015,0.6956553,0.48575553
22.0,2,0.58,50,22.0,18.11130066,0.036785405,0.010110028,0.0044224327,0.027064558,0.013666987,0.016458284,0.0083774505,0.026329217,0.0007507599,0.040969014,0.0003810561,0.039731376,0.005797077,0.013040376,0.028079161,0.020837262,0.0056686504,0.06984445,0.011324346,0.012985474,0.0005002769,0.011334017
22.0,3,0.94,50,22.0,17.01714963,0.18719175,0.028572533,0.01825776,0.10729677,0.066539794,0.066395916,0.03200292,0.14489746,0.0019203668,0.22526726,0.00089164654,0.22895244,0.022449296,0.06326324,0.13777722,0.073927835,0.044210117,0.26110464,0.063423365,0.059949797,0.00040672917,0.039569963
22.0,4,1.37,50,22.0,16.18569635,0.15114444,0.077577114,0.061721314,0.12144104,0.12601084,0.13377512,0.07765911,0.1498918,0.003371773,0.1848582,0.0016208382,0.15365438,0.08904366,0.10019298,0.14690441,0.1303253,0.08194352,0.12895603,0.06604813,0.11427082,0.001342611,0.0879362
22.0,5,1.87,50,22.0,15.52256301,0.14329086,0.08270488,0.065696314,0.118822664,0.13136481,0.13607845,0.07718821,0.14073548,0.0034213832,0.14553711,0.0017582697,0.13856445,0.099175185,0.10550664,0.1419213,0.12600514,0.09102129,0.11168808,0.076030314,0.1213116,0.0019183909,0.09018286
22.5,0,0.07,50,22.5,20.934819,0.08093961,0.088075034,0.060170997,0.13000141,0.13884114,0.083069935,0.2691632,0.07207123,0.1744457,0.08991967,0.046091624,0.0737285,0.056383207,0.28664035,0.07949943,0.13847145,0.3093661,0.23693068,0.30439168,0.060836315,0.2625456,0.14267452
22.5,1,0.29,50,22.5,20.22671468,0.91082686,0.9848546,0.9068907,0.9857824,0.9776002,0.90615165,0.9630791,0.8197917,0.9618359,0.6660839,0.41580725,0.8119562,0.6785667,0.9787418,0.8868375,0.93669844,0.9865713,0.9956321,0.9624033,0.8406878,0.68950194,0.9662629
22.5,2,0.58,50,22.5,18.68567427,0.14950773,0.06808959,0.00889959,0.16200414,0.03797396,0.08387644,0.0135909105,0.09470177,0.00033324896,0.08636008,0.00028392102,0.12769163,0.023307854,0.020714544,0.11784247,0.09706331,0.0145061845,0.2892504,0.018762296,0.09445159,0.0016815531,0.024698569
22.5,3,0.94,50,22.5,17.62296289,0.24582283,0.027482426,0.011036307,0.1589692,0.052468415,0.0875138,0.02317131,0.18747793,0.0012606041,0.24734795,0.0005607068,0.26403102,0.026446233,0.04413166,0.19414057,0.09444911,0.02906397,0.37811977,0.04144562,0.097100295,0.00029333343,0.030422917
