Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_Acceptance_N20,User_2_Acceptance_N20,User_4_Acceptance_N20,User_5_Acceptance_N20,User_6_Acceptance_N20,User_7_Acceptance_N20,User_9_Acceptance_N20,User_10_Acceptance_N20,User_12_Acceptance_N20,User_13_Acceptance_N20,User_14_Acceptance_N20,User_16_Acceptance_N20,User_17_Acceptance_N20,User_18_Acceptance_N20,User_19_Acceptance_N20,User_20_Acceptance_N20,User_21_Acceptance_N20,User_22_Acceptance_N20,User_23_Acceptance_N20,User_24_Acceptance_N20,User_25_Acceptance_N20,User_26_Acceptance_N20
22.0,0,0.07,50,22.0,20.4107032,0.07352701,0.04529316,0.05735698,0.06612518,0.076922424,0.059905257,0.26486003,0.07700891,0.06832544,0.097967066,0.08672654,0.078127675,0.08472453,0.08864037,0.07131782,0.08161327,0.089870356,0.06507467,0.1333246,0.077914774,0.110298015,0.0979017
22.0,1,0.29,50,22.0,19.689093,0.39003137,0.33145416,0.5016153,0.86365366,0.79385793,0.26531327,0.54508877,0.5229912,0.9274449,0.36604348,0.47534642,0.56330115,0.74825877,0.51166034,0.562924,0.48350987,0.36618876,0.9645044,0.45437577,0.52169317,0.57020646,0.2978758
22.0,2,0.58,50,22.0,18.11130066,0.00022874256,0.0007899801,0.00013178751,0.27311096,0.017556803,0.032645293,0.00017496408,0.029760312,5.4351163e-05,0.05254914,0.09370926,0.076647446,0.020690436,0.006573678,0.015939955,0.014915273,0.00445023,0.00969216,0.0108971605,0.030714313,0.00032481467,1.0699315e-05
22.0,3,0.94,50,22.0,17.01714963,0.0003852118,0.00038764722,0.00027187014,0.78183657,0.06081452,0.8920263,0.46946028,0.1680858,3.1124553e-05,0.24186444,0.6692434,0.35929495,0.9555869,0.024750458,0.06770418,0.061522797,0.01725901,0.25211984,0.05459257,0.14792752,3.262349e-05,5.3912183e-05
22.0,4,1.37,50,22.0,16.18569635,0.00044800845,0.0014724558,0.0018539354,0.6989847,0.09331959,0.9263526,0.6810495,0.15611225,4.94623e-05,0.2882366,0.017333493,0.12686847,0.9810927,0.09590999,0.10264266,0.103444465,0.083685115,0.975008,0.06407548,0.1420249,0.00010927126,0.7603796
22.0,5,1.87,50,22.0,15.52256301,0.00042062532,0.0026905395,0.0042955396,0.5690756,0.09801355,0.9189313,0.6495505,0.14112884,4.107781e-05,0.22878121,0.0021991995,0.12676907,0.98160577,0.103280924,0.101900354,0.09713244,0.085882716,0.98524,0.072992206,0.12580019,0.00023317855,0.73799413
22.5,0,0.07,50,22.5,20.934819,0.096870385,0.0532029,0.0644335,0.23128942,0.2779143,0.09693054,0.33125556,0.073254734,0.23500142,0.08810255,0.1492512,0.087076895,0.09356416,0.27844498,0.07105656,0.18656015,0.2400692,0.1885768,0.36929128,0.07554006,0.14585559,0.23428288
22.5,1,0.29,50,22.5,20.22671468,0.8706172,0.25189266,0.7120643,0.9959873,0.99479866,0.3691698,0.96639866,0.8107206,0.95499724,0.60213375,0.61212724,0.95755464,0.8551299,0.9757204,0.89824045,0.9675397,0.9251559,0.99254036,0.9626068,0.8082302,0.42825976,0.57402706
22.5,2,0.58,50,22.5,18.68567427,0.00018458418,0.0037381556,0.00036610864,0.22590914,0.041586284,0.02122433,0.0001635408,0.08873905,2.6970176e-05,0.07382534,0.28821483,0.23181067,0.008202439,0.015362672,0.0865618,0.10334022,0.0064292485,0.019727789,0.018114243,0.094718024,0.0013144466,7.497338e-05
22.5,3,0.94,50,22.5,17.62296289,0.00029237187,0.00040347406,0.00023508022,0.784095,0.046457045,0.87438303,0.3006109,0.19472876,1.9063284e-05,0.24527702,0.6384726,0.4725426,0.9084519,0.01925495,0.0946147,0.08571658,0.011979494,0.24867159,0.036894917,0.15933923,4.1883854e-05,2.9651386e-05
