Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_Acceptance_N4,User_2_Acceptance_N4,User_4_Acceptance_N4,User_5_Acceptance_N4,User_6_Acceptance_N4,User_7_Acceptance_N4,User_9_Acceptance_N4,User_10_Acceptance_N4,User_12_Acceptance_N4,User_13_Acceptance_N4,User_14_Acceptance_N4,User_16_Acceptance_N4,User_17_Acceptance_N4,User_18_Acceptance_N4,User_19_Acceptance_N4,User_20_Acceptance_N4,User_21_Acceptance_N4,User_22_Acceptance_N4,User_23_Acceptance_N4,User_24_Acceptance_N4,User_25_Acceptance_N4,User_26_Acceptance_N4
22.0,0,0.07,50,22.0,20.4107032,0.11560482,0.04710041,0.09316978,0.11261595,0.34090877,0.08593173,0.27250686,0.041368093,0.11261595,0.082716405,0.032222368,0.09225927,0.09316978,0.3232585,0.08674284,0.11635473,0.13445795,0.27250686,0.3481104,0.08096295,0.041368093,0.27250686
22.0,1,0.29,50,22.0,19.689093,0.7211353,0.55008924,0.40063897,0.16208664,0.3523961,0.5976402,0.09568373,0.37099,0.16208664,0.49570563,0.1227698,0.45185888,0.40063897,0.17068917,0.45300332,0.25095338,0.3061675,0.09568373,0.10155057,0.5661413,0.37099,0.09568373
22.0,2,0.58,50,22.0,18.11130066,0.04165077,0.029208656,0.06330852,0.20841904,0.10258654,0.11480738,0.213935,0.21932134,0.20841904,0.056015268,1.0072999e-05,0.056343015,0.06330852,0.061693393,0.060130883,0.07126016,0.15574257,0.213935,0.21489944,0.106093645,0.21932134,0.213935
22.0,3,0.94,50,22.0,17.01714963,0.10736702,0.029486006,0.201605,0.07913047,0.3507485,0.06455109,0.08077787,0.0065091155,0.07913047,0.17114377,1.3071616e-05,0.1707385,0.201605,0.2942749,0.18201548,0.25009838,0.016131934,0.08077787,0.10619465,0.08996476,0.0065091155,0.08077787
22.0,4,1.37,50,22.0,16.18569635,0.12916987,0.022584915,0.22112629,0.08947916,0.15762831,0.12896797,0.0866418,0.0022680752,0.08947916,0.21369721,2.8456161e-05,0.19399236,0.22112629,0.17260574,0.21924207,0.23169443,0.01608963,0.0866418,0.09306601,0.1761748,0.0022680752,0.0866418
22.0,5,1.87,50,22.0,15.52256301,0.15797095,0.020046871,0.16140713,0.04826745,0.11442881,0.080638774,0.044333134,0.0012373658,0.04826745,0.16126227,3.2529388e-05,0.15083507,0.16140713,0.12227622,0.16254422,0.15935054,0.008713942,0.044333134,0.052564334,0.11624247,0.0012373658,0.044333134
22.5,0,0.07,50,22.5,20.934819,0.124623574,0.07898236,0.080244645,0.10776162,0.41829827,0.0984052,0.2999736,0.0390153,0.10776162,0.070820175,0.030908817,0.08187579,0.080244645,0.43390238,0.07373156,0.11200192,0.28252676,0.2999736,0.2150871,0.08808503,0.0390153,0.2999736
22.5,1,0.29,50,22.5,20.22671468,0.8577665,0.54340583,0.6096686,0.2384659,0.97011536,0.8022127,0.07650485,0.70786005,0.2384659,0.675989,0.090380594,0.66469735,0.6096686,0.8491503,0.65044904,0.41579887,0.38553125,0.07650485,0.07130042,0.7758491,0.70786005,0.07650485
22.5,2,0.58,50,22.5,18.68567427,0.037640613,0.016018547,0.06408993,0.14673656,0.23364483,0.041500397,0.1353322,0.15009749,0.14673656,0.059485834,1.5578355e-05,0.065274045,0.06408993,0.14074564,0.05967819,0.078505106,0.08218067,0.1353322,0.11803623,0.040338937,0.15009749,0.1353322
22.5,3,0.94,50,22.5,17.62296289,0.3038318,0.036950056,0.15927526,0.075603284,0.36228204,0.07362818,0.07646185,0.005687398,0.075603284,0.15151541,6.416418e-06,0.15868592,0.15927526,0.3486972,0.1509049,0.2105813,0.018357819,0.07646185,0.09935437,0.100708306,0.005687398,0.07646185
