"Rdissatisfied","Rdissatisfied_true_TP","Rdissatisfied_true_TP_AMP","Eall","Npresent","Nsatisfied_ave_all_sim","Nsatisfied_ave_all_eval1","Nsatisfied_ave_all_eval2","ta","Eplant_target","Eahu_target","Ecfan","Eplant","Qcoil","Qmid1","Qmid2","Qmid3","Qmid4","Qmidn","Qmide","Qmids","Qmidw","V23","V24","V25","V26"
0.0813953488372093,0.0697674418604651,0.0813953488372093,19.5271526510772,86,79,80,79,631.558889296945,16.6941240933577,2.48102855771946,0.352,2985.90935778797,13580.2746482758,75.8935674784098,78.1277344965344,78.2180989269602,77.6906142934452,130.097393740216,114.230225421178,134.968181450476,109.689711313924,24,33,28,18
NA,NA,NA,1.71557423212762,0,0,0,0,24.4352825816239,1.49180095145478,0.223773280672845,0,227.851597345299,1050.93042173297,6.88070226989945,6.82311469824251,6.74204916518512,6.49523127208696,8.90875917007462,8.6863203528783,9.05857745838244,8.2424172442558,0,0,0,0
0,0,0,1.06396628593589,4,4,4,4,26.7988094115705,0.891309984899353,0.137656301036533,0.035,187.587122632881,852.347231006068,4.04988139342492,4.24821462568574,4.24811283501464,4.07285746654952,9.10322004605157,7.10231425375113,10.0465900442232,6.94007864897001,3,3,4,0
0,0,0,2.4904378657343,9,9,9,9,24.5843491189714,2.12785719623526,0.32958066949904,0.033,348.787980302991,1525.3877897352,9.30596112462885,8.69745648504582,8.92628470340954,8.68058770413198,14.2071320394055,13.3962846927736,14.2634211704328,12.4771296703284,3,4,2,1
0.2,0.2,0.2,1.02319582778217,5,4,4,4,26.905187789746,0.86174680822588,0.131449019556294,0.03,188.45707892174,862.782147325782,3.94519413070715,4.90227369462904,4.92776153640252,4.70000790065981,8.86790668845895,6.91872323812441,9.78689107795602,6.76627495196503,3,3,0,3
0,0,0,2.48790398141328,12,12,12,12,24.7882374903907,2.10005720835606,0.361846773057219,0.026,369.627856573397,1601.08427784729,9.09663197479024,9.2760230790776,9.34280473441226,9.40528161579372,15.3283462331979,13.7765870923477,15.3008039759032,12.976975495128,3,3,2,0
0.111111111111111,0.111111111111111,0.111111111111111,1.12522337377737,9,8,8,8,26.6266604007327,0.949008336477454,0.13921503729992,0.037,197.736488097758,916.993303917856,4.40097980035843,4.40750944397914,4.29650550242707,4.34874265139275,9.8924100853754,7.71803875967903,10.9175641338268,7.54173838191986,2,4,2,3
0.2,0.2,0.2,1.84382290965277,10,8,8,8,25.9718284776688,1.63056557251807,0.180257337134699,0.033,259.7386616458,1261.14460514417,7.91710776549403,8.24140513019664,8.27083671439637,8.38502725754914,10.8496258107732,10.1979358490902,10.8428456942938,9.65785448064997,2,2,4,2
0.166666666666667,0.0833333333333334,0.166666666666667,1.76713481557139,12,10,11,10,25.9085856494889,1.55343314947009,0.176701666101298,0.037,268.035613580929,1314.78129889173,7.61997566933429,7.89387420243282,7.91379094410014,7.93361805826247,12.2634994709191,10.962685922154,12.1892979558246,10.7042047752934,2,4,3,2
0.125,0.125,0.125,1.29979323071103,8,7,7,7,27.3013923075813,1.08322926082208,0.151563969888956,0.065,205.093870578576,960.304410635953,5.0719694058279,5.61408675441355,5.65397686818109,5.62888708906222,9.27708998240714,8.10798463547509,9.33630805362242,7.96777543871077,4,4,5,4
0,0,0,2.59902733538924,12,12,12,12,24.699014456528,2.20547290651642,0.370554428872818,0.023,358.03832876495,1529.62775904697,9.42232244036709,9.82879416485704,9.90738585020595,9.95465748955515,13.0062219020985,13.0130262076519,12.926607414228,12.3927370981685,0,4,2,1
0,0,0,1.05846903017815,5,5,5,5,26.0535426433772,0.886253992878233,0.13921503729992,0.033,184.648777300241,838.673726378881,4.02536073941487,4.03133308472558,3.9298032144436,3.97758197692923,9.0481031457174,7.05931215725279,9.98576135949802,6.89805883386376,2,2,4,2
NA,NA,NA,1.05260376280393,0,0,0,0,25.566636806565,0.913388725504012,0.13921503729992,0,190.305982043408,866.217676612948,4.15748076416263,4.16364913324892,4.05878685878191,4.10813381147227,9.34507916573647,7.29101226000034,10.3135131122847,7.12446629467038,0,0,0,0
