"N","mean_acceptance_avg","Eall_sum"
2,0.0482298069505382,200.391480012579
4,0.0482298069505382,199.914229652143
6,0,214.266185248774
8,0.0876079397730909,177.125921925188
10,0.120365408921194,172.221121223207
12,0.0255153807814765,183.79917225563
14,0.0607242283977996,185.532814842183
16,0.0411827499228194,183.893349912757
18,0.117208064594215,171.862527305197
20,0.0388723222439497,178.901307986351
