Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_Acceptance_N12,User_2_Acceptance_N12,User_4_Acceptance_N12,User_5_Acceptance_N12,User_6_Acceptance_N12,User_7_Acceptance_N12,User_9_Acceptance_N12,User_10_Acceptance_N12,User_12_Acceptance_N12,User_13_Acceptance_N12,User_14_Acceptance_N12,User_16_Acceptance_N12,User_17_Acceptance_N12,User_18_Acceptance_N12,User_19_Acceptance_N12,User_20_Acceptance_N12,User_21_Acceptance_N12,User_22_Acceptance_N12,User_23_Acceptance_N12,User_24_Acceptance_N12,User_25_Acceptance_N12,User_26_Acceptance_N12
22.0,0,0.07,50,22.0,20.4107032,0.07771798,0.04740107,0.061603747,0.08762549,0.10521364,0.070165254,0.08641471,0.076158404,0.039138544,0.0920508,0.056330413,0.07568257,0.06966239,0.09605843,0.073339485,0.100487076,0.0952254,0.13666292,0.09532619,0.06309392,0.082578965,0.25208032
22.0,1,0.29,50,22.0,19.689093,0.5421959,0.5692095,0.62646425,0.31061435,0.17416476,0.4357562,0.28706414,0.5172442,0.59814984,0.4093391,0.40061775,0.52599806,0.6277699,0.19174573,0.54205495,0.24187994,0.3037383,0.39095435,0.20653245,0.6470983,0.79331195,0.9414305
22.0,2,0.58,50,22.0,18.11130066,0.041971788,0.0054991706,0.008573334,0.02736928,0.05044291,0.018672237,0.011703484,0.03129348,0.0004729489,0.043428328,0.0046353647,0.037185505,0.010457652,0.030317679,0.022055881,0.038762636,0.015601045,0.016340422,0.018425124,0.02009117,0.002120856,0.012000778
22.0,3,0.94,50,22.0,17.01714963,0.22528635,0.004612703,0.038485397,0.099708386,0.1317859,0.06673656,0.029288644,0.17836843,0.00092053117,0.23940764,0.02325469,0.2174252,0.042562716,0.0904817,0.09103327,0.16825545,0.09794677,0.038164213,0.062073436,0.07037959,0.00036458645,0.030442936
22.0,4,1.37,50,22.0,16.18569635,0.15459412,0.026825016,0.053560104,0.13294813,0.17257755,0.1227361,0.06528626,0.167551,0.0010402056,0.18862182,0.020789448,0.16305172,0.104497075,0.119406834,0.15101002,0.14965199,0.071433604,0.097308174,0.083286166,0.105219565,0.004210827,0.048063353
22.0,5,1.87,50,22.0,15.52256301,0.14034696,0.03334439,0.06545019,0.12705897,0.15996675,0.12704377,0.06727478,0.14747828,0.0011178253,0.14691105,0.023972806,0.13993639,0.112824984,0.12165952,0.14744978,0.13398905,0.08356254,0.16911797,0.08585617,0.1145808,0.012523534,0.05258509
22.5,0,0.07,50,22.5,20.934819,0.07678174,0.101215236,0.113231964,0.122131966,0.18924822,0.08658337,0.21510422,0.07017946,0.097339354,0.08552699,0.110089056,0.071773365,0.09284317,0.18683304,0.07362132,0.13763846,0.26743054,0.36156258,0.1867423,0.07143803,0.092233606,0.35126305
22.5,1,0.29,50,22.5,20.22671468,0.8815992,0.7322082,0.98769236,0.79282326,0.72752124,0.95745504,0.8502773,0.74660677,0.62738955,0.69121784,0.9648618,0.7803998,0.94652236,0.78838146,0.89672923,0.78993845,0.7831625,0.93495125,0.59951645,0.92627025,0.77648187,0.99694026
22.5,2,0.58,50,22.5,18.68567427,0.14277211,0.062144835,0.013220851,0.07657972,0.03527125,0.06122015,0.011669855,0.074827366,0.00013376345,0.08891898,0.004377313,0.11197085,0.032346632,0.023109544,0.09203197,0.10822194,0.014808069,0.037152138,0.013796855,0.14148597,0.001034575,0.033699222
22.5,3,0.94,50,22.5,17.62296289,0.26510575,0.0036855128,0.023212323,0.14788745,0.08502957,0.06055074,0.021476908,0.21004689,0.00067742914,0.25358096,0.015711023,0.244581,0.035596434,0.05784993,0.14080775,0.2481354,0.0710046,0.033033486,0.038755562,0.12139564,0.0001741965,0.020530472
