Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_Acceptance_N2,User_2_Acceptance_N2,User_4_Acceptance_N2,User_5_Acceptance_N2,User_6_Acceptance_N2,User_7_Acceptance_N2,User_9_Acceptance_N2,User_10_Acceptance_N2,User_12_Acceptance_N2,User_13_Acceptance_N2,User_14_Acceptance_N2,User_16_Acceptance_N2,User_17_Acceptance_N2,User_18_Acceptance_N2,User_19_Acceptance_N2,User_20_Acceptance_N2,User_21_Acceptance_N2,User_22_Acceptance_N2,User_23_Acceptance_N2,User_24_Acceptance_N2,User_25_Acceptance_N2,User_26_Acceptance_N2
22.0,0,0.07,50,22.0,20.4107032,0.098290734,0.10133466,0.07151866,0.028060647,0.06275291,0.06214688,0.06275291,0.041099146,0.028060647,0.098290734,0.0440985,0.098290734,0.09113765,0.06275291,0.098290734,0.10404663,0.10704426,0.06275291,0.07465187,0.09113765,0.041099146,0.06275291
22.0,1,0.29,50,22.0,19.689093,0.41791442,0.5524057,0.5739899,0.43372163,0.21032226,0.606527,0.21032226,0.4619606,0.43372163,0.41791442,0.4584376,0.41791442,0.41854498,0.21032226,0.41791442,0.27743283,0.97328365,0.21032226,0.2469592,0.41854498,0.4619606,0.21032226
22.0,2,0.58,50,22.0,18.11130066,0.060610287,0.11065733,0.073361725,0.09434853,0.017443977,0.12727624,0.017443977,0.18660033,0.09434853,0.060610287,0.17046434,0.060610287,0.06457692,0.017443977,0.060610287,0.05970155,0.27508745,0.017443977,0.034787588,0.06457692,0.18660033,0.017443977
22.0,3,0.94,50,22.0,17.01714963,0.20261167,0.3039451,0.18799938,0.042271335,0.1905069,0.12830424,0.1905069,0.0049023298,0.042271335,0.20261167,0.016243532,0.20261167,0.21560451,0.1905069,0.20261167,0.24551916,0.33378133,0.1905069,0.23332907,0.21560451,0.0049023298,0.1905069
22.0,4,1.37,50,22.0,16.18569635,0.2223491,0.16946779,0.26429063,0.037614968,0.022181178,0.2701407,0.022181178,0.0012655787,0.037614968,0.2223491,0.010172327,0.2223491,0.23918146,0.022181178,0.2223491,0.1913642,0.16490063,0.022181178,0.085498266,0.23918146,0.0012655787,0.022181178
22.0,5,1.87,50,22.0,15.52256301,0.1632223,0.13293828,0.19086015,0.017858764,0.010341565,0.18312377,0.010341565,0.0007566045,0.017858764,0.1632223,0.0052695386,0.1632223,0.17069869,0.010341565,0.1632223,0.13038655,0.13069648,0.010341565,0.050467316,0.17069869,0.0007566045,0.010341565
22.5,0,0.07,50,22.5,20.934819,0.08837505,0.20752755,0.060884837,0.027348112,0.07660593,0.06938531,0.07660593,0.040891025,0.027348112,0.08837505,0.04269395,0.08837505,0.07670462,0.07660593,0.08837505,0.10308891,0.24098834,0.07660593,0.10599274,0.07670462,0.040891025,0.07660593
22.5,1,0.29,50,22.5,20.22671468,0.630774,0.9912462,0.66729766,0.6493835,0.6606437,0.8388824,0.6606437,0.7480922,0.6493835,0.630774,0.70829535,0.630774,0.6198285,0.6606437,0.630774,0.48085558,0.9979443,0.6606437,0.6360251,0.6198285,0.7480922,0.6606437
22.5,2,0.58,50,22.5,18.68567427,0.0757203,0.27165663,0.047152452,0.041563667,0.061219446,0.044817537,0.061219446,0.12401361,0.041563667,0.0757203,0.1134602,0.0757203,0.06488152,0.061219446,0.0757203,0.07922529,0.5246298,0.061219446,0.073071845,0.06488152,0.12401361,0.061219446
22.5,3,0.94,50,22.5,17.62296289,0.17356981,0.28845415,0.13705067,0.03764519,0.22432671,0.10393202,0.22432671,0.0041857823,0.03764519,0.17356981,0.012888865,0.17356981,0.16874045,0.22432671,0.17356981,0.2104215,0.35415524,0.22432671,0.23448016,0.16874045,0.0041857823,0.22432671
22.5,4,1.37,50,22.5,16.81878355,0.14674976,0.14355513,0.16906455,0.0291018,0.016217265,0.20436658,0.016217265,0.00068166625,0.0291018,0.14674976,0.0061667454,0.14674976,0.15486638,0.016217265,0.14674976,0.13812009,0.14717217,0.016217265,0.061746918,0.15486638,0.00068166625,0.016217265
