Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_Acceptance_N16,User_2_Acceptance_N16,User_4_Acceptance_N16,User_5_Acceptance_N16,User_6_Acceptance_N16,User_7_Acceptance_N16,User_9_Acceptance_N16,User_10_Acceptance_N16,User_12_Acceptance_N16,User_13_Acceptance_N16,User_14_Acceptance_N16,User_16_Acceptance_N16,User_17_Acceptance_N16,User_18_Acceptance_N16,User_19_Acceptance_N16,User_20_Acceptance_N16,User_21_Acceptance_N16,User_22_Acceptance_N16,User_23_Acceptance_N16,User_24_Acceptance_N16,User_25_Acceptance_N16,User_26_Acceptance_N16
22.0,0,0.07,50,22.0,20.4107032,0.10721385,0.046994954,0.05674095,0.071112074,0.06702471,0.06530205,0.07919298,0.06641986,0.03759665,0.093624696,0.047763515,0.079429366,0.066215634,0.07369014,0.06428356,0.07966286,0.07367543,0.07370545,0.09685432,0.071972966,0.07713859,0.072007105
22.0,1,0.29,50,22.0,19.689093,0.34613228,0.50229347,0.43875504,0.4883405,0.7949448,0.49145356,0.2523305,0.55261695,0.94340837,0.4009454,0.2841449,0.5192098,0.5549011,0.49727333,0.5178035,0.4145402,0.51215696,0.39814565,0.4441408,0.54392785,0.435041,0.9791333
22.0,2,0.58,50,22.0,18.11130066,0.01930972,0.008396109,0.0006495001,0.017201649,0.019550351,0.007511487,0.02469294,0.016881183,0.00031376298,0.044234917,0.00021811703,0.04356363,0.020937027,0.013892178,0.0067141526,0.02255295,0.010592444,0.019559488,0.009659234,0.015322923,0.0010287566,0.019716704
22.0,3,0.94,50,22.0,17.01714963,0.14850454,0.0011850529,0.0029869797,0.09408045,0.0531381,0.030988958,0.0558855,0.089138255,9.139345e-05,0.23620184,0.00067682005,0.22802761,0.15591775,0.04812026,0.020267125,0.08537738,0.037467547,0.4172037,0.036273215,0.06638947,3.97304e-05,0.088068664
22.0,4,1.37,50,22.0,16.18569635,0.1725387,0.0017494556,0.016621215,0.13937792,0.10681382,0.11318825,0.08394564,0.14160214,0.00015633255,0.19456276,0.0014921181,0.1472058,0.13476342,0.09576666,0.114423044,0.12833615,0.07595065,0.39625606,0.07329007,0.13182802,6.38261e-05,0.11622179
22.0,5,1.87,50,22.0,15.52256301,0.1970038,0.0016901303,0.029075202,0.14089862,0.11443466,0.12873337,0.08389479,0.14276053,0.000128215,0.14828837,0.0016637129,0.13398764,0.12970953,0.10277059,0.13886108,0.12862487,0.08243105,0.4364526,0.0744379,0.13422018,0.00010967558,0.20370902
22.5,0,0.07,50,22.5,20.934819,0.123056285,0.1139189,0.061084148,0.11105305,0.16001265,0.06601283,0.15283129,0.059974045,0.06304041,0.08523363,0.05167359,0.079767026,0.059594527,0.19178458,0.056646165,0.12136696,0.19759661,0.18388674,0.29161537,0.068881825,0.1233276,0.20228314
22.5,1,0.29,50,22.5,20.22671468,0.7235123,0.59420514,0.7932578,0.95979446,0.9944892,0.81866646,0.8669247,0.77414703,0.8317604,0.661737,0.2786981,0.8483549,0.7600692,0.97502834,0.70772487,0.9418486,0.97582555,0.93827754,0.9518556,0.822237,0.29537696,0.9973966
22.5,2,0.58,50,22.5,18.68567427,0.019202815,0.08445562,0.00096149737,0.10107748,0.122968376,0.024357496,0.022507904,0.066161744,0.000113193564,0.08232748,0.00028555744,0.1357392,0.056052886,0.02646975,0.008149818,0.11252346,0.015706467,0.026830042,0.014295434,0.055088207,0.0021790722,0.041791473
22.5,3,0.94,50,22.5,17.62296289,0.11061204,0.0013543011,0.0019634173,0.13721815,0.0529749,0.03253567,0.038718954,0.123214774,5.5032666e-05,0.24162984,0.0004344441,0.25340208,0.25086617,0.038150266,0.01824666,0.12000062,0.026516268,0.39192146,0.02517836,0.09881881,5.048766e-05,0.08485553
