Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_Acceptance_N18,User_2_Acceptance_N18,User_4_Acceptance_N18,User_5_Acceptance_N18,User_6_Acceptance_N18,User_7_Acceptance_N18,User_9_Acceptance_N18,User_10_Acceptance_N18,User_12_Acceptance_N18,User_13_Acceptance_N18,User_14_Acceptance_N18,User_16_Acceptance_N18,User_17_Acceptance_N18,User_18_Acceptance_N18,User_19_Acceptance_N18,User_20_Acceptance_N18,User_21_Acceptance_N18,User_22_Acceptance_N18,User_23_Acceptance_N18,User_24_Acceptance_N18,User_25_Acceptance_N18,User_26_Acceptance_N18
22.0,0,0.07,50,22.0,20.4107032,0.08821309,0.040868793,0.061333794,0.060139485,0.07648336,0.06761023,0.074373156,0.08043692,0.04546944,0.095341474,0.04920641,0.07809207,0.06083825,0.093343444,0.06423882,0.08495696,0.07790425,0.06856578,0.09980955,0.061606742,0.09325781,0.045183983
22.0,1,0.29,50,22.0,19.689093,0.55621624,0.538815,0.43257022,0.7545878,0.60390216,0.52130544,0.33495638,0.51133674,0.6689769,0.39476797,0.65009654,0.5231316,0.5531693,0.2869485,0.54743934,0.42473707,0.3959276,0.39069608,0.24570023,0.5879683,0.46392012,0.21273607
22.0,2,0.58,50,22.0,18.11130066,0.0034810945,0.0014913396,0.00025671185,0.07729027,0.018214209,0.012605788,0.008696129,0.031180175,0.005612947,0.04504214,0.034490176,0.042939514,0.012716584,0.012967079,0.0041785124,0.032182384,0.012139276,0.01050401,0.020150883,0.011662801,0.0004438247,1.6573822e-05
22.0,3,0.94,50,22.0,17.01714963,0.0056600585,0.0011326072,0.0001393302,0.4609221,0.05433598,0.04636175,0.019970374,0.17756577,0.01214363,0.2302368,0.08840039,0.22612365,0.061726,0.044483174,0.009003152,0.17040826,0.03573861,0.45228985,0.077699244,0.052340146,0.00013193702,0.000106264066
22.0,4,1.37,50,22.0,16.18569635,0.038840197,0.0033637164,0.0017534312,0.17652415,0.10846882,0.12361448,0.070910454,0.15544192,0.045819357,0.19189186,0.05649588,0.14961787,0.11364889,0.10311281,0.04327076,0.14137824,0.08261097,0.5449867,0.09126911,0.056985535,0.00028661956,0.017737467
22.0,5,1.87,50,22.0,15.52256301,0.06637942,0.006005417,0.0045965547,0.137738,0.11113707,0.12960729,0.07316178,0.13767497,0.04642938,0.14685713,0.05559004,0.12867649,0.122740485,0.10171104,0.09138552,0.13256645,0.08389066,0.5908244,0.094713196,0.061339024,0.0003535351,0.18985187
22.5,0,0.07,50,22.5,20.934819,0.10143733,0.050592996,0.06347556,0.13149652,0.16952467,0.06699471,0.14327534,0.077090554,0.06398271,0.088295855,0.064596154,0.07750346,0.053829364,0.23005833,0.058235202,0.11821443,0.21414614,0.13464464,0.2731159,0.06386771,0.17355011,0.089340165
22.5,1,0.29,50,22.5,20.22671468,0.7751314,0.65921515,0.6757579,0.9924541,0.98670727,0.7930805,0.8716483,0.809822,0.9602896,0.6532895,0.8368647,0.83538896,0.7427852,0.9261872,0.7313214,0.9171345,0.9337217,0.9253863,0.9003288,0.69492966,0.5396839,0.3217208
22.5,2,0.58,50,22.5,18.68567427,0.006010101,0.010623047,0.00031432227,0.27618054,0.090495445,0.05526852,0.014789008,0.08819312,0.024853768,0.083439454,0.19647114,0.12858485,0.031269815,0.020906588,0.013029144,0.14032479,0.02200139,0.010368843,0.023623185,0.08645222,0.0018071532,5.219405e-05
22.5,3,0.94,50,22.5,17.62296289,0.0053893374,0.000977012,0.00011322066,0.5544883,0.053437416,0.06058915,0.016634576,0.20454863,0.010881185,0.22702505,0.16638927,0.2499645,0.0939273,0.031890336,0.009861532,0.24483693,0.030281555,0.40171313,0.050725512,0.068136744,0.00012533751,0.00010591767
