"value1","value2","value3","value4","value5","value6","value7","value8","value9","value10","value11","value12","value13","value14","value15","value16","value17","value18","value19","value20","value21","value22","value23","value24"
NA,NA,NA,NA,NA,NA,NA,1.22949948195322,1.65299678241379,1.87567841615858,1.97848465904416,1.92423718931903,1.41812696345174,1.90161645513964,1.88142501646213,1.86815128695241,1.91001930040484,1.23873601367129,1.13952533328135,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.14525171089051,3.11003231253451,1.18212091843113,1.54590100957438,2.03806528195668,3.02982258479848,1.07042048384981,1.39355502029375,1.40798449168696,1.42990425922699,1.2510579858889,1.06514455241893,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.10069800712249,2.86528169013656,1.18013735366992,1.29821286936099,2.08474734603151,1.00359194480639,1.14147543911368,1.25345133634403,1.2861640194501,1.60647842815407,1.00251967431138,1.02292934343057,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.17124653311222,3.03726369344245,1.20374133033079,1.42867122526886,1.40294623154744,2.58791937228372,1.03012412032835,1.42607367716822,2.71196376243839,1.08814681279047,1.08528450181269,1.09543664731559,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.25785750327529,2.40782398172294,3.51955347437639,1.49226821362808,2.00227548883038,3.15138539913104,1.31122746883081,1.77550484317381,1.7957655310942,1.91660509422445,1.18754006715347,1.18667356219411,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.26050614618406,2.40638039175354,1.81105301379756,2.23274320883157,2.35954406493596,1.83887310801876,1.90396365027902,1.97423982512618,2.00283075684872,2.10075090768972,1.36098797078087,1.20449028517669,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.33642976576364,3.72238972354366,1.26849755486026,1.75113359887827,1.52180690469435,1.22787422848614,1.54546109264619,1.66809340597461,1.60005746671056,1.70972613091846,1.08727525661709,1.08222227285549,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.05803970677067,1.44160084153145,1.65166250853974,1.65944384588213,1.63551488508242,1.93651407443355,1.55244174743333,1.56971251746777,1.61638631655918,1.71134739565257,2.11276579523184,1.11352862535781,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.06483639704665,2.85730256922727,1.03779016279174,1.31594439198239,1.39946955623703,1.41534143129519,1.4262762812054,1.49856311573276,1.49246476949026,1.47854067561004,1.25215528988882,1.05220100867089,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.0721287538399,1.85181581831199,1.67371816416302,1.44547656597805,1.525996447638,2.45010104225997,1.16898357232822,1.45234925933527,1.50651603296645,1.7257120475308,1.10884879489895,1.09091696052978,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.11754048491121,1.38942394122077,1.61859020282826,1.64289289287611,1.58001441387254,1.32394699621821,1.5925530348314,1.8974037012829,1.49989611370966,1.62552919412943,1.46226884593394,1.08179852854213,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.967971239725462,2.33415855706893,1.00108643978644,1.26024941641728,1.31435731358473,1.01330589430362,1.60491992247676,1.32310820143013,1.44292567771649,1.49358599687403,1.08958476265398,1.05185380339855,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.07256906462079,3.18501619222651,1.22366261905727,1.400149917953,2.9106107677585,1.11913893404771,1.43031693347913,1.49472664517799,1.50617610018999,1.53581784804539,1.36107104811038,1.12209432328752,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.10688379995313,3.09349345867021,1.12750090080589,1.77107678694977,1.37834855211871,1.16206997018982,1.58567369995577,1.48781950494768,1.63334274074973,1.57197569683534,2.08160954729615,1.06617545493514,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.09034373153472,3.27560728777809,1.22474906851217,1.58295945903548,1.54554275090686,2.68977233910808,1.21972363762282,1.46415921865146,1.577069700408,1.77157109210556,1.06226801710179,1.13050099307393,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.15601719499539,2.33042157166847,1.55102721404998,1.60649171526913,1.61746008317595,1.55495161376887,1.73514304194868,1.72268521478876,1.6808396010287,1.68636884106319,1.10281192611543,1.07482943599152,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.06711482740626,1.53581704151195,1.55371565269888,1.64839222653968,1.56478039724929,1.38763773880107,1.91338152164341,1.86946269348211,2.22560602537969,1.51012699350386,2.47425491554254,1.11649766515592,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.02189209019153,1.34515503477854,1.51995000081883,2.20018552425842,1.61702621429099,1.284326401371,1.52682235600088,1.563376690876,1.59598078681516,3.3027645475772,1.11714266114112,1.15460682382905,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.180564672299,1.33092296301454,1.58134300735062,3.0870023742291,2.95800645634723,2.41935864783459,1.17313835299956,2.32602298444649,1.13824759182596,1.38143930193391,1.10630920021683,1.11218005624398,NA,NA,NA,NA,NA
