"Day","MeanAcceptance"
1,NA
2,0.611111111111111
3,0.50561797752809
4,0.459183673469388
5,0.466666666666667
6,0.466666666666667
7,0.457943925233645
8,0.456310679611651
9,0.527777777777778
10,0.534090909090909
11,0.428571428571429
12,0.5
13,0.48314606741573
14,0.44
15,0.428571428571429
16,0.471698113207547
17,0.43010752688172
18,0.494623655913978
19,0.642857142857143
20,0.442307692307692
21,0.484210526315789
22,0.5
