"value1","value2","value3","value4","value5","value6","value7","value8","value9","value10","value11","value12","value13","value14","value15","value16","value17","value18","value19","value20","value21","value22","value23","value24"
NA,NA,NA,NA,NA,NA,NA,1.22949948195322,1.65299678241379,1.87567841615858,1.97848465904416,1.92423718931903,1.41812696345174,1.90161645513964,1.88142501646213,1.86815128695241,1.91001930040484,1.23873601367129,1.13952533328135,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.1432646095174,3.05374517790786,1.33280442065944,1.50296930877919,2.3291850820838,2.57734828267283,1.0756447346723,1.36704767040211,1.37540446501924,1.53452877147398,1.58208453819947,1.06367786810971,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.09870225257492,2.83991898945253,1.22779660864379,1.30725315344451,1.89072809605893,1.00436622059923,1.33471377009467,1.23511113732282,1.32685768041428,1.7315318036931,1.00193906430021,1.02293897166434,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.16324255664933,3.05676327508048,1.20097330495665,1.54071191790528,1.37353327907584,2.346602293949,1.04850373075305,1.43872217114703,2.75493582938969,1.09795875834149,1.07322613142585,1.0952621072774,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.22530690067244,2.53151458148494,3.40048267576869,1.61933678014415,2.51582744972287,2.69401355055274,1.35346155004967,1.7545738853468,1.86308141766361,1.9678928383119,1.2629384703461,1.18606165832607,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.20952752407189,2.78861842820822,1.44272977064937,2.76993464903751,2.345267723205,2.18120153413452,1.54320916561114,1.81569878364223,1.84021849956723,1.6722799694891,1.38669725723063,1.20428648947757,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.32408836508251,3.40298397279,1.39130196358398,1.7733277914243,1.52740962344029,1.39852705695472,1.67434146779309,1.62116754641052,1.56380466743184,1.68649372183101,1.28131256273681,1.08190996375149,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.07161443516283,1.69256131298445,1.82893152029679,1.6385900752942,1.6154237576801,2.33183956053234,1.36239993126842,2.00044339144866,1.54785615314832,1.83778598841907,1.29509396146294,1.11655249481688,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.05884234539692,2.65038800397616,1.03787183878741,1.27408103795595,1.45627971383113,1.74685631636055,1.42867390716972,1.39364218402949,1.43892027819309,1.40560017442779,1.4431245133371,1.05162906691528,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.07995313071219,2.46566238024313,2.36617896982468,1.34242484937406,1.51139594597655,1.25645251119064,1.33696215868479,1.51644166890025,1.47009271152172,2.54975150840494,1.1068229884093,1.09093649921983,NA,NA,NA,NA,NA
