"N","mean_acceptance_avg","Eall_sum"
2,0.450498965353076,213.40040425381
4,0.453473229492389,213.251083387783
6,0.4548601920444,213.401457307878
8,0.451903762754383,212.968951348912
10,0.455226855896912,206.841212030431
12,0.470440042419787,198.283440230519
14,0.470440042419787,198.259887034865
16,0.470440042419787,198.259887034865
18,0.469330065996631,192.734698425538
20,0.466067944056072,192.399874471036
